Community_Name,COMM_CODE,Year,Avg_Resident_Count,Total_Crime_Count,Sectors,Distinct_Longitudes,Distinct_Latitudes,crime_rate,ln_crime_rate,Break_Enter_Commercial_num,Break_Enter_Dwelling_num,Break_Enter_Other_num,Assault_Nondomestic_num,Commercial_Robbery_num,Street_Robbery_num,Theft_FROM_Vehicle_num,Theft_OF_Vehicle_num,Violence_Other_Non_domestic_num,SHORTEST_DISTANCE_TO_LRT_METERS,SHORTEST_DISTANCE_TO_POLICE_METERS,age_0_4,age_15_19,age_20_24,age_25_34,age_35_44,age_45_54,age_5_14,age_55_64,age_65_74,age_75_plus,age_0_4_percentage_num,age_15_19_percentage_num,age_20_24_percentage_num,age_25_34_percentage_num,age_35_44_percentage_num,age_45_54_percentage_num,age_5_14_percentage_num,age_55_64_percentage_num,age_65_74_percentage_num,age_75_plus_percentage_num,total_people,total_males,total_females,total_other,male_percentage_num,female_percentage_num,other_percentage_num,Residential_Improvement_Project,Demolition,Single_Construction_Permit,Commercial_Multi_Family_Project,Environmental_Restoration_Permit,TotalPermits,calgary_cer_unemployment_rate_num,alberta_unemployment_rate_num,canada_unemployment_rate_num,calgary_cer_total_employment_000_persons_num,calgary_cer_total_employment_month_over_month_change_000_persons,calgary_cer_total_employment_year_over_year_change_000_persons,calgary_cma_average_hourly_wage_rate_num,city_of_calgary_building_permits_residential_value_num,city_of_calgary_building_permits_non_residential_value_num,calgary_city_total_housing_starts_units_num,calgary_cer_retail_sales_billions_num,calgary_cma_total_housing_starts_units,calgary_cma_inflation_rate_change,CLASS_CODE,COMM_NAME,median
EAGLE RIDGE,EAG,2022,302,35,SOUTH,-114.096793220934,50.9887442740445,11589.4039735099,9.35784650908477,.0357,.0357,0,.2857,0,.0714,.2143,.1071,.2143,1921.30078125,2367.9873046875,7,18,12,14,21,45,25,57,55,40,2.38,6.12,4.08,4.76,7.14,15.31,8.5,19.39,18.71,13.61,294,156,138,0,53.06,46.94,0,0,1,1,4,0,6,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,"""EAGLE RIDGE""",1510000
EAU CLAIRE,EAU,2022,2030,54,CENTRE,-114.072821819323,51.0536069934899,2660.09852216749,7.88611843949867,.2286,0,0,.1429,0,.1143,.2857,.1429,.0571,752.986145019531,3492.41479492187,35,25,32,185,229,596,27,475,267,155,1.73,1.23,1.58,9.13,11.3,29.42,1.33,23.45,13.18,7.65,2026,1017,1009,0,50.2,49.8,0,0,1,0,56,0,57,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,"""EAU CLAIRE""",34000
EDGEMONT,EDG,2022,15395,135,NORTHWEST,-114.14395321027,51.1245878462416,876.908087041247,6.77640218305006,.0926,.1667,0,.0556,.0741,.0556,.2222,.1481,.1481,2635.43334960937,5002.61474609375,573,983,960,1300,1786,2232,1937,2678,1973,969,3.72,6.39,6.24,8.45,11.6,14.5,12.59,17.4,12.82,6.3,15391,7548,7652,191,49.04,49.72,1.24,66,1,0,11,0,78,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,EDGEMONT,592750
ELBOW PARK,EPK,2022,3342,57,CENTRE,-114.083805311106,51.0213430417356,1705.56552962298,7.44165202364944,.0882,.1471,0,.0588,0,.0294,.3235,.0882,.0294,1624.70178222656,2760.19262695312,180,252,173,156,423,535,563,574,303,169,5.41,7.57,5.2,4.69,12.71,16.08,16.92,17.25,9.1,5.08,3328,1677,1651,0,50.39,49.61,0,43,5,5,6,0,59,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,"""ELBOW PARK""",1220000
ERIN WOODS,ERI,2022,7049,159,EAST,-113.967668817217,51.0209762755992,2255.63909774436,7.72118862541658,.1587,.0794,0,.1587,.0159,.0317,.1905,.1905,.127,3476.33374023437,4828.49560546875,484,427,387,992,1177,1019,1050,969,393,134,6.88,6.07,5.5,14.11,16.74,14.49,14.93,13.78,5.59,1.91,7032,3576,3456,0,50.85,49.15,0,24,0,0,1,0,25,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,"""ERIN WOODS""",308500
ERLTON,ERL,2022,1270,44,CENTRE,-114.063146483044,51.026333793586,3464.56692913386,8.15034291943585,.125,.0625,0,.1563,0,.0313,.3125,.2188,.0313,702.404907226562,1767.21691894531,49,22,35,334,225,189,51,195,124,43,3.87,1.74,2.76,26.36,17.76,14.92,4.03,15.39,9.79,3.39,1267,650,617,0,51.3,48.7,0,7,0,3,2,0,12,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,ERLTON,284500
EVERGREEN,EVE,2022,21500,105,SOUTH,-114.115675577896,50.9187168849481,488.372093023256,6.191077601012,.0769,.1538,0,.1346,0,.0385,.2308,.1346,.1731,3027.70092773437,4161.6826171875,1263,1380,1177,2321,3646,3472,3455,2488,1456,825,5.88,6.42,5.48,10.8,16.97,16.16,16.08,11.58,6.78,3.84,21483,10530,10909,44,49.02,50.78,.2,112,0,0,6,0,118,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,EVERGREEN,439000
EVANSTON,EVN,2022,17685,105,NORTH,-114.112451127993,51.1710848411618,593.723494486853,6.38641371348817,.0909,.1364,0,.0455,.0682,0,.2727,.1591,.1818,8252.8564453125,8127.72509765625,1831,814,639,3242,3919,1949,3170,1070,606,438,10.36,4.6,3.61,18.34,22.17,11.03,17.93,6.05,3.43,2.48,17678,8747,8841,90,49.48,50.01,.51,202,6,8,28,0,244,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,EVANSTON,473000
ELBOYA,EYA,2022,1754,46,CENTRE,-114.073604590215,51.0129933454481,2622.57696693273,7.8719126885272,.0357,.1071,0,.1429,0,.0357,.3214,.1429,.0714,994.829223632812,1708.47619628906,100,108,92,204,303,253,237,226,154,75,5.71,6.16,5.25,11.64,17.29,14.44,13.53,12.9,8.79,4.28,1752,893,859,0,50.97,49.03,0,11,2,7,4,0,24,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,ELBOYA,747500
FAIRVIEW,FAI,2022,3646,127,SOUTH,-114.060360943982,50.9853821213235,3483.26933625891,8.15572659619021,.1277,.0851,0,.1277,.0213,0,.234,.1915,.0213,1234.59484863281,1596.92736816406,199,146,205,582,613,477,371,514,287,248,5.46,4.01,5.63,15.98,16.83,13.1,10.19,14.11,7.88,6.81,3642,1828,1814,0,50.19,49.81,0,24,0,0,3,0,27,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,FAIRVIEW,417750
FALCONRIDGE,FAL,2022,10653,312,NORTHEAST,-113.945374990249,51.1033063837853,2928.75246409462,7.98233183116851,.0854,.0976,0,.1463,.0244,.1098,.1463,.1463,.1098,2125.56640625,1864.77624511718,847,671,694,1779,1814,1250,1719,1082,609,175,7.96,6.31,6.52,16.72,17.05,11.75,16.16,10.17,5.72,1.64,10640,5493,5147,0,51.63,48.37,0,46,1,1,5,0,53,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,FALCONRIDGE,305500
FOOTHILLS,FHI,2022,317,280,EAST,-113.982038225305,50.9939630291718,88328.0757097792,11.3888132942622,.2264,0,0,.1887,0,.0189,.2264,.2264,.0943,5874.59619140625,5688.58251953125,0,0,40,44,56,46,0,48,40,0,0,0,14.6,16.06,20.44,16.79,0,17.52,14.6,0,274,262,12,0,95.62,4.38,0,3,0,0,58,0,61,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,2,"""FOOTHILLS INDUSTRIAL""",2320000
FOREST HEIGHTS,FHT,2022,6496,253,EAST,-113.968757932774,51.0492431481107,3894.70443349754,8.26737307185623,.1,.0875,0,.1375,.025,.1125,.15,.15,.1,1364.31372070312,1983.8818359375,317,410,397,864,1149,890,808,819,467,358,4.89,6.33,6.13,13.34,17.73,13.74,12.47,12.64,7.21,5.53,6479,3384,3089,6,52.23,47.68,.09,18,1,0,5,0,24,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,"""FOREST HEIGHTS""",297750
FOREST LAWN INDUSTRIAL,FLI,2022,123,103,EAST,-113.95696985983,51.0270947769487,83739.837398374,11.3354700978274,.2292,0,0,.1875,.0833,.0208,.1875,.1875,.0833,3438.30908203125,4486.46826171875,0,0,7,9,20,16,0,24,17,6,0,0,7.07,9.09,20.2,16.16,0,24.24,17.17,6.06,99,79,20,0,79.8,20.2,0,0,0,0,24,0,24,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,2,"""FOREST LAWN -  INDUSTRIAL""",862500
FOREST LAWN,FLN,2022,7814,583,EAST,-113.970001917997,51.0378480479757,7460.96749424111,8.91744037570571,.1237,.1134,0,.1237,.0722,.1031,.1237,.1237,.1237,1992.810546875,3013.66357421875,453,413,437,1161,1384,1147,967,1066,467,308,5.81,5.29,5.6,14.88,17.74,14.7,12.39,13.66,5.98,3.95,7803,4244,3559,0,54.39,45.61,0,35,3,0,13,0,51,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,"""FOREST LAWN""",324500
GARRISON GREEN,GAG,2022,2060,19,WEST,-114.124526281995,51.0030551541776,922.330097087379,6.82690318235304,0,0,0,.1667,0,0,.3333,0,.3333,4166.51123046875,3723.78002929687,172,64,72,318,401,225,273,171,188,173,8.36,3.11,3.5,15.46,19.49,10.94,13.27,8.31,9.14,8.41,2057,927,1130,0,45.07,54.93,0,1,0,0,1,0,2,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,"""GARRISON GREEN""",240000
GARRISON WOODS,GAW,2022,3116,28,CENTRE,-114.113614498849,51.0171782305198,898.587933247754,6.80082456815479,.1739,0,0,.087,.0435,0,.3913,.087,.0435,2838.94775390625,3523.00805664062,156,163,84,344,443,533,403,354,265,357,5.03,5.25,2.71,11.09,14.28,17.18,12.99,11.41,8.54,11.51,3102,1386,1716,0,44.68,55.32,0,13,1,3,7,0,24,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,"""GARRISON WOODS""",490750
GLENBROOK,GBK,2022,7442,145,WEST,-114.152694837934,51.0241940524139,1948.40096748186,7.57476429848423,.0893,.0893,0,.1607,.0357,.0179,.2143,.1786,.125,1532.75866699218,1548.65234375,466,369,457,1358,1262,894,914,837,461,407,6.28,4.97,6.15,18.29,17,12.04,12.31,11.27,6.21,5.48,7425,3561,3864,0,47.96,52.04,0,55,8,13,7,0,83,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,GLENBROOK,418500
GLENDALE,GDL,2022,2765,103,WEST,-114.152718890057,51.0333713917687,3725.1356238698,8.22285853924343,.1667,.1481,0,.0741,.0556,0,.2222,.1111,.0556,520.671875,534.902160644531,174,158,148,379,399,339,326,443,234,162,6.3,5.72,5.36,13.72,14.45,12.27,11.8,16.04,8.47,5.87,2762,1365,1397,0,49.42,50.58,0,37,5,2,4,0,48,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,GLENDALE,522500
GLAMORGAN,GLA,2022,6522,135,WEST,-114.153227335779,51.0151168035019,2069.91720331187,7.63526388705939,.1224,.102,0,.1429,.0204,.0204,.2245,.2041,.0612,2497.189453125,2516.38940429687,362,263,430,1060,1035,788,643,908,569,442,5.57,4.05,6.62,16.31,15.92,12.12,9.89,13.97,8.75,6.8,6500,3175,3319,6,48.85,51.06,.09,28,1,1,4,0,34,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,GLAMORGAN,401750
GREENWOOD/GREENBRIAR,GRE,2022,896,23,NORTHWEST,-114.222970681154,51.0898653710054,2566.96428571429,7.85047926792445,.2778,.0556,0,.0556,0,0,.2222,.2778,.1111,3792.85424804687,7610.5224609375,27,37,34,78,97,126,52,205,167,69,3.03,4.15,3.81,8.74,10.87,14.13,5.83,22.98,18.72,7.74,892,445,447,0,49.89,50.11,0,0,0,0,9,0,9,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,GREENWOOD/GREENBRIAR,396250
GREENVIEW INDUSTRIAL PARK,GRI,2022,225,188,CENTRE,-114.049058669989,51.0865182006534,83555.5555555556,11.3332670255958,.2353,.0196,0,.1569,0,.0392,.2353,.2157,.0784,4209.5146484375,2698.11645507812,0,0,0,13,12,0,0,0,79,99,0,0,0,6.4,5.91,0,0,0,38.92,48.77,203,75,128,0,36.95,63.05,0,0,1,0,34,0,35,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,2,"""GREENVIEW INDUSTRIAL PARK""",1020000
GREENVIEW,GRV,2022,1906,73,CENTRE,-114.057469902625,51.0948561350657,3830.01049317943,8.25062282190447,.0882,.0882,0,.0588,0,0,.3235,.2941,.0882,4245.77880859375,2425.466796875,154,46,103,385,422,233,150,208,117,78,8.12,2.43,5.43,20.31,22.26,12.29,7.91,10.97,6.17,4.11,1896,970,926,0,51.16,48.84,0,7,1,2,1,0,11,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,GREENVIEW,180500
HAMPTONS,HAM,2022,7382,29,NORTHWEST,-114.146684192313,51.1450928396944,392.847466811162,5.97342141136676,.1429,.3333,0,0,0,0,.3333,.0476,.1429,4749.1376953125,6948.61865234375,186,508,578,560,650,1260,697,1523,939,458,2.53,6.9,7.85,7.61,8.83,17.12,9.47,20.7,12.76,6.22,7359,3636,3697,26,49.41,50.24,.35,12,0,19,0,0,31,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,HAMPTONS,681000
HARVEST HILLS,HAR,2022,7420,143,NORTH,-114.052777977324,51.1476775860305,1927.22371967655,7.56383575906871,.1538,.1154,0,.0962,0,0,.2308,.2308,.1154,6795.57470703125,3226.79028320312,340,495,570,800,996,1335,880,1106,591,302,4.59,6.68,7.69,10.79,13.43,18,11.87,14.92,7.97,4.07,7415,3699,3688,28,49.89,49.74,.38,31,0,23,3,0,57,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,"""HARVEST HILLS""",396500
HAWKWOOD,HAW,2022,9248,95,NORTHWEST,-114.175615363158,51.1309781015205,1027.2491349481,6.93463976565861,.1842,.1842,0,.0263,0,0,.2632,.1579,.1842,2358.00805664062,7123.02734375,339,565,609,881,1058,1319,1040,1767,1129,521,3.67,6.12,6.6,9.55,11.47,14.29,11.27,19.15,12.23,5.65,9228,4596,4632,0,49.8,50.2,0,32,0,0,2,0,34,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,HAWKWOOD,490000
HAYSBORO,HAY,2022,7080,256,SOUTH,-114.083340239542,50.972214842335,3615.81920903955,8.19307372276203,.1486,.0541,0,.1622,.027,.0405,.1622,.1622,.0946,902.619201660156,2938.58837890625,432,240,367,1296,1224,901,592,1017,554,444,6.11,3.4,5.19,18.34,17.32,12.75,8.38,14.39,7.84,6.28,7067,3499,3558,10,49.51,50.35,.14,53,2,0,25,0,80,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,HAYSBORO,416500
HIDDEN VALLEY,HID,2022,11566,102,NORTH,-114.119609232562,51.1519370842053,881.895210098565,6.78207323953634,.0488,.122,0,.0488,0,.0488,.2683,.2439,.1707,6115.583984375,6910.25634765625,572,999,768,1221,1633,2189,1573,1573,761,262,4.95,8.65,6.65,10.57,14.14,18.95,13.62,13.62,6.59,2.27,11551,5846,5678,27,50.61,49.16,.23,59,0,0,2,0,61,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,"""HIDDEN VALLEY""",439000
HILLHURST,HIL,2022,6558,340,CENTRE,-114.093646014089,51.0572775317228,5184.50747179018,8.55343012517584,.1519,.0886,0,.1266,0,.0633,.1519,.1519,.1266,657.699462890625,3831.01196289062,355,167,702,1556,1198,837,519,691,378,136,5.43,2.55,10.74,23.8,18.32,12.8,7.94,10.57,5.78,2.08,6539,3231,3302,6,49.41,50.5,.09,47,16,21,52,0,136,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,HILLHURST,433250
HIGHWOOD,HIW,2022,2258,109,CENTRE,-114.079891126916,51.0923594230363,4827.28077945084,8.48203860248976,.098,.098,0,.1176,.0196,0,.2353,.1961,.0784,3303.67797851562,1056.83569335937,112,109,129,347,372,286,272,332,150,134,4.99,4.86,5.75,15.47,16.58,12.75,12.13,14.8,6.69,5.97,2243,1118,1125,0,49.84,50.16,0,31,4,7,0,0,42,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,HIGHWOOD,467500
HOUNSFIELD HEIGHTS/BRIAR HILL,HOU,2022,2798,201,CENTRE,-114.10572976666,51.0631795385646,7183.70264474625,8.87957021780388,.125,.0972,0,.1528,.0278,.0556,.1667,.1667,.0694,254.523452758789,3260.24877929687,93,140,145,271,328,332,270,477,427,308,3.33,5.02,5.2,9.71,11.75,11.9,9.67,17.09,15.3,11.04,2791,1329,1462,0,47.62,52.38,0,20,7,7,11,0,45,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,"""HOUNSFIELD HEIGHTS/BRIAR HILL""",528000
HIGHLAND PARK,HPK,2022,3838,199,CENTRE,-114.062055847743,51.0880181785581,5184.99218342887,8.55352361312708,.1618,.1176,0,.1471,0,0,.1765,.1765,.1176,3440.41040039062,2336.81762695312,282,91,217,777,798,485,322,459,229,172,7.36,2.37,5.66,20.28,20.82,12.66,8.4,11.98,5.98,4.49,3832,1986,1846,0,51.83,48.17,0,36,13,21,9,0,79,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,"""HIGHLAND PARK""",454500
HUNTINGTON HILLS,HUN,2022,13420,323,NORTH,-114.066709443959,51.1175822918393,2406.85543964232,7.78607637766721,.0875,.1125,0,.15,.0375,.0875,.15,.15,.1,5673.78515625,2219.97778320312,766,652,724,1930,1969,1802,1549,1800,1210,1006,5.71,4.86,5.4,14.39,14.69,13.44,11.55,13.42,9.02,7.5,13408,6629,6743,36,49.44,50.29,.27,80,3,0,7,0,90,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,"""HUNTINGTON HILLS""",395000
INGLEWOOD,ING,2022,4024,208,CENTRE,-114.019125812911,51.0341405235045,5168.98608349901,8.55043183289197,.169,.0704,0,.1408,.0282,.0282,.169,.1408,.1268,1130.67907714843,1339.70361328125,211,101,143,915,801,569,266,601,275,129,5.26,2.52,3.57,22.81,19.97,14.19,6.63,14.98,6.86,3.22,4011,1984,2010,17,49.46,50.11,.42,36,3,12,35,0,86,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,INGLEWOOD,366500
KINCORA,KCA,2022,6889,50,NORTH,-114.132865129752,51.1602667074817,725.794745246044,6.58726725480518,.1111,.0741,0,.037,0,0,.4074,.2222,.0741,6584.91162109375,8094.8564453125,540,360,337,1099,1279,1005,1167,617,359,115,7.85,5.23,4.9,15.98,18.6,14.61,16.97,8.97,5.22,1.67,6878,3459,3419,0,50.29,49.71,0,32,0,0,0,0,32,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,KINCORA,446500
KELVIN GROVE,KEL,2022,2305,51,SOUTH,-114.089028266608,50.9898811448717,2212.58134490239,7.70191514226381,.0882,.1765,0,.1765,0,0,.2647,.0588,.1176,1687.39440917968,1476.0673828125,116,81,98,230,353,225,232,390,282,295,5.04,3.52,4.26,9.99,15.33,9.77,10.08,16.94,12.25,12.81,2302,1037,1265,0,45.05,54.95,0,8,2,2,8,0,20,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,"""KELVIN GROVE""",768500
KILLARNEY/GLENGARRY,KIL,2022,7685,246,CENTRE,-114.131731344263,51.0301319558855,3201.04098893949,8.0712313449299,.1316,.1316,0,.1184,.0263,.0132,.1579,.1579,.1053,1014.66302490234,1558.93713378906,552,243,379,1808,1615,938,689,793,409,242,7.2,3.17,4.94,23.58,21.06,12.23,8.99,10.34,5.33,3.16,7668,3803,3857,8,49.6,50.3,.1,71,46,52,8,0,177,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,KILLARNEY/GLENGARRY,527000
KINGSLAND,KIN,2022,4688,207,SOUTH,-114.077358836713,50.9869767497007,4415.52901023891,8.39288292697875,.1528,.1111,0,.1389,.0694,.0278,.1667,.1389,.1111,1022.68640136718,1245.68322753906,326,168,264,903,946,560,423,601,295,195,6.96,3.59,5.64,19.29,20.21,11.96,9.04,12.84,6.3,4.17,4681,2389,2292,0,51.04,48.96,0,53,0,0,13,0,66,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,KINGSLAND,425000
LEGACY,LEG,2022,6420,62,SOUTH,-114.005997812989,50.8576144042429,965.732087227414,6.87288645333131,.2571,.1143,0,.0857,0,0,.2571,.1143,.1429,6388.01513671875,6627.09814453125,686,324,418,1518,1204,724,762,446,252,74,10.71,5.06,6.52,23.69,18.79,11.3,11.89,6.96,3.93,1.15,6408,3125,3283,0,48.77,51.23,0,144,0,257,18,0,419,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,LEGACY,339000
LIVINGSTON,LIV,2022,1477,40,NORTH,-114.065506706874,51.1855040649584,2708.192281652,7.90403663655279,.2308,.0385,0,.0385,0,0,.3462,.1154,.1538,10162.3505859375,6807.1005859375,139,56,81,449,291,117,149,109,54,18,9.5,3.83,5.54,30.69,19.89,8,10.18,7.45,3.69,1.23,1463,719,687,57,49.15,46.96,3.9,222,0,344,7,0,573,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,LIVINGSTON,448000
LAKE BONAVISTA,LKB,2022,10293,183,SOUTH,-114.05133665127,50.939803390309,1777.90731565141,7.48319228628509,.1774,.1452,0,.1129,0,0,.1935,.1774,.0806,1363.65112304687,3716.17138671875,453,559,472,747,1386,1336,1272,1620,1330,1100,4.41,5.44,4.59,7.27,13.49,13,12.38,15.77,12.94,10.71,10275,5130,5138,7,49.93,50,.07,122,1,0,14,0,137,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,"""LAKE BONAVISTA""",582000
LAKEVIEW,LKV,2022,5355,84,WEST,-114.129621392446,50.999572408379,1568.62745098039,7.35795628093169,.2727,.0227,0,.0909,0,0,.25,.1364,.1136,4476.2138671875,4038.185546875,281,269,292,414,684,749,710,884,536,525,5.26,5.03,5.46,7.75,12.8,14.02,13.29,16.54,10.03,9.82,5344,2610,2734,0,48.84,51.16,0,82,13,12,3,0,110,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,LAKEVIEW,593000
LOWER MOUNT ROYAL,LMR,2022,3457,156,CENTRE,-114.086499397566,51.0365031977319,4512.58316459358,8.41462503229814,.1875,.0938,0,.1406,.0156,.0313,.1875,.1875,.1406,1182.45983886718,3399.2001953125,81,32,247,1359,758,362,57,283,181,89,2.35,.93,7.16,39.4,21.98,10.5,1.65,8.21,5.25,2.58,3449,1780,1669,0,51.61,48.39,0,4,1,0,20,0,25,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,"""LOWER MOUNT ROYAL""",222500
LINCOLN PARK,LPK,2022,2617,57,WEST,-114.129991899612,51.0102737432792,2178.06648834543,7.68619283027463,.2581,0,0,.129,.0645,0,.3226,.0645,.1613,3356.36596679687,3438.80615234375,54,518,557,307,337,201,125,111,131,274,2.07,19.81,21.3,11.74,12.89,7.69,4.78,4.24,5.01,10.48,2615,1167,1448,0,44.63,55.37,0,0,0,0,12,0,12,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,"""LINCOLN PARK""",154500
MACEWAN GLEN,MAC,2022,4754,37,NORTH,-114.11521349389,51.137719036393,778.291964661338,6.65710172969431,.08,.08,0,.04,.04,.04,.28,.2,.2,4965.48974609375,5306.12158203125,230,292,276,493,604,689,539,924,484,213,4.85,6.16,5.82,10.39,12.73,14.52,11.36,19.48,10.2,4.49,4744,2341,2403,0,49.35,50.65,0,29,0,0,0,0,29,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,MACEWAN,426500
MAYFAIR,MAF,2022,432,7,CENTRE,-114.088955734483,50.9958120430023,1620.37037037037,7.39041002578143,0,.2857,0,.1429,0,0,.4286,0,.1429,1623.1787109375,1204.07836914062,17,33,21,24,40,68,59,98,38,34,3.94,7.64,4.86,5.56,9.26,15.74,13.66,22.69,8.8,7.87,432,219,213,0,50.69,49.31,0,4,1,1,1,0,7,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,MAYFAIR,1065000
MAHOGANY,MAH,2022,11784,110,SOUTHEAST,-113.924633858928,50.8959439160425,933.46911065852,6.83890787262018,.16,.2,0,.12,0,0,.22,.18,.08,10137.9345703125,9534.296875,1408,417,344,2384,2778,1114,2071,648,429,180,11.96,3.54,2.92,20.25,23.6,9.46,17.59,5.5,3.64,1.53,11773,5827,5926,20,49.49,50.34,.17,281,0,309,41,0,631,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,MAHOGANY,459000
MAYLAND HEIGHTS,MAL,2022,5961,217,NORTHEAST,-114.01331470323,51.0608334639511,3640.32880389196,8.19982928729076,.1549,.0845,0,.0986,.0423,.0423,.169,.169,.1127,1700.50439453125,1798.72985839843,383,208,360,1039,943,736,610,844,427,402,6.43,3.49,6.05,17.46,15.84,12.37,10.25,14.18,7.17,6.75,5952,2992,2960,0,50.27,49.73,0,35,0,0,3,0,38,.057,.055,.053,939.55,3.7,60.05,35.7,327187836.88,123775706.425,1345.5,3.47712711382858,1592,.0721,1,"""MAYLAND HEIGHTS""",421500
